pl_name,hostname,pl_masse,pl_masseerr1,pl_masseerr2,pl_masselim,pl_massj,pl_massjerr1,pl_massjerr2,pl_massjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,ttv_flag
Kepler-1476 b,Kepler-1476,,,,,,,,,,,,,,,,,,0
Kepler-1476 b,Kepler-1476,,,,,,,,,,,,,,,,,,0
Kepler-1476 b,Kepler-1476,,,,,,,,,,,,,,,,,,0
Kepler-1476 b,Kepler-1476,,,,,,,,,,,,,,,,,,0
Kepler-1476 b,Kepler-1476,,,,,,,,,,,,,,,,,,0
Kepler-1477 b,Kepler-1477,,,,,,,,,,,,,,,,,,0
Kepler-1477 b,Kepler-1477,,,,,,,,,,,,,,,,,,0
Kepler-1477 b,Kepler-1477,,,,,,,,,,,,,,,,,,0
Kepler-1477 b,Kepler-1477,,,,,,,,,,,,,,,,,,0
Kepler-1477 b,Kepler-1477,,,,,,,,,,,,,,,,,,0
Kepler-1477 b,Kepler-1477,,,,,,,,,,,,,,,,,,0
Kepler-1477 b,Kepler-1477,,,,,,,,,,,,,,,,,,0
Kepler-1477 b,Kepler-1477,,,,,,,,,,,,,,,,,,0
Kepler-1478 b,Kepler-1478,,,,,,,,,,,,,,,,,,0
Kepler-1478 b,Kepler-1478,,,,,,,,,,,,,,,,,,0
Kepler-1478 b,Kepler-1478,,,,,,,,,,,,,,,,,,0
Kepler-1478 b,Kepler-1478,,,,,,,,,,,,,,,,,,0
Kepler-1478 b,Kepler-1478,,,,,,,,,,,,,,,,,,0
Kepler-1478 b,Kepler-1478,,,,,,,,,,,,,,,,,,0
Kepler-1478 b,Kepler-1478,,,,,,,,,,,,,,,,,,0
Kepler-1478 b,Kepler-1478,,,,,,,,,,,,,,,,,,0
Kepler-1479 b,Kepler-1479,,,,,,,,,,,,,,,,,,0
Kepler-1479 b,Kepler-1479,,,,,,,,,,,,,,,,,,0
Kepler-1479 b,Kepler-1479,,,,,,,,,,,,,,,,,,0
Kepler-1479 b,Kepler-1479,,,,,,,,,,,,,,,,,,0
Kepler-1479 b,Kepler-1479,,,,,,,,,,,,,,,,,,0
Kepler-1479 b,Kepler-1479,,,,,,,,,,,,,,,,,,0
Kepler-1479 b,Kepler-1479,,,,,,,,,,,,,,,,,,0
Kepler-1479 b,Kepler-1479,,,,,,,,,,,,,,,,,,0
Kepler-1479 b,Kepler-1479,,,,,,,,,,,,,,,,,,0
Kepler-148 b,Kepler-148,,,,,,,,,,,,,,,,,,0
Kepler-148 b,Kepler-148,,,,,,,,,,,,,,,,,,0
Kepler-148 b,Kepler-148,,,,,,,,,,,,,,,,,,0
Kepler-148 b,Kepler-148,,,,,,,,,,,,,,,,,,0
Kepler-148 b,Kepler-148,,,,,,,,,,,,,,,,,,0
Kepler-148 b,Kepler-148,,,,,,,,,,,,,,,,,,0
Kepler-148 b,Kepler-148,,,,,,,,,,,,,,,,,,0
Kepler-148 b,Kepler-148,,,,,,,,,,,,,,,,,,0
Kepler-148 b,Kepler-148,,,,,,,,,,,,,,,,,,0
Kepler-148 b,Kepler-148,,,,,,,,,,,,,,,,,,0
Kepler-148 b,Kepler-148,,,,,,,,,,,,,,,,,,0
Kepler-148 c,Kepler-148,,,,,,,,,,,,,,,,,,0
Kepler-148 c,Kepler-148,,,,,,,,,,,,,,,,,,0
Kepler-148 c,Kepler-148,,,,,,,,,,,,,,,,,,0
Kepler-148 c,Kepler-148,,,,,,,,,,,,,,,,,,0
Kepler-148 c,Kepler-148,,,,,,,,,,,,,,,,,,0
Kepler-148 c,Kepler-148,,,,,,,,,,,,,,,,,,0
Kepler-148 c,Kepler-148,,,,,,,,,,,,,,,,,,0
Kepler-148 c,Kepler-148,,,,,,,,,,,,,,,,,,0
Kepler-148 c,Kepler-148,,,,,,,,,,,,,,,,,,0
Kepler-148 c,Kepler-148,,,,,,,,,,,,,,,,,,0
Kepler-148 c,Kepler-148,,,,,,,,,,,,,,,,,,0
Kepler-148 d,Kepler-148,,,,,,,,,,,,,,,,,,0
Kepler-148 d,Kepler-148,,,,,,,,,,,,,,,,,,0
Kepler-148 d,Kepler-148,,,,,,,,,,,,,,,,,,0
Kepler-148 d,Kepler-148,,,,,,,,,,,,,,,,,,0
Kepler-148 d,Kepler-148,,,,,,,,,,,,,,,,,,0
Kepler-148 d,Kepler-148,,,,,,,,,,,,,,,,,,0
Kepler-148 d,Kepler-148,,,,,,,,,,,,,,,,,,0
Kepler-148 d,Kepler-148,,,,,,,,,,,,,,,,,,0
Kepler-148 d,Kepler-148,,,,,,,,,,,,,,,,,,0
Kepler-148 d,Kepler-148,,,,,,,,,,,,,,,,,,0
Kepler-1480 b,Kepler-1480,,,,,,,,,,,,,,,,,,0
Kepler-1480 b,Kepler-1480,,,,,,,,,,,,,,,,,,0
Kepler-1480 b,Kepler-1480,,,,,,,,,,,,,,,,,,0
Kepler-1480 b,Kepler-1480,,,,,,,,,,,,,,,,,,0
Kepler-1480 b,Kepler-1480,,,,,,,,,,,,,,,,,,0
Kepler-1480 b,Kepler-1480,,,,,,,,,,,,,,,,,,0
Kepler-1480 b,Kepler-1480,,,,,,,,,,,,,,,,,,0
Kepler-1480 b,Kepler-1480,,,,,,,,,,,,,,,,,,0
Kepler-1480 b,Kepler-1480,,,,,,,,,,,,,,,,,,0
Kepler-1481 b,Kepler-1481,,,,,,,,,,,,,,,,,,0
Kepler-1481 b,Kepler-1481,,,,,,,,,,,,,,,,,,0
Kepler-1481 b,Kepler-1481,,,,,,,,,,,,,,,,,,0
Kepler-1481 b,Kepler-1481,,,,,,,,,,,,,,,,,,0
Kepler-1481 b,Kepler-1481,,,,,,,,,,,,,,,,,,0
Kepler-1481 b,Kepler-1481,,,,,,,,,,,,,,,,,,0
Kepler-1481 b,Kepler-1481,,,,,,,,,,,,,,,,,,0
Kepler-1481 b,Kepler-1481,,,,,,,,,,,,,,,,,,0
Kepler-1482 b,Kepler-1482,,,,,,,,,,,,,,,,,,0
Kepler-1482 b,Kepler-1482,,,,,,,,,,,,,,,,,,0
Kepler-1482 b,Kepler-1482,,,,,,,,,,,,,,,,,,0
Kepler-1482 b,Kepler-1482,,,,,,,,,,,,,,,,,,0
Kepler-1482 b,Kepler-1482,,,,,,,,,,,,,,,,,,0
Kepler-1482 b,Kepler-1482,,,,,,,,,,,,,,,,,,0
Kepler-1482 b,Kepler-1482,,,,,,,,,,,,,,,,,,0
Kepler-1483 b,Kepler-1483,,,,,,,,,,,,,,,,,,0
Kepler-1483 b,Kepler-1483,,,,,,,,,,,,,,,,,,0
Kepler-1483 b,Kepler-1483,,,,,,,,,,,,,,,,,,0
Kepler-1483 b,Kepler-1483,,,,,,,,,,,,,,,,,,0
Kepler-1483 b,Kepler-1483,,,,,,,,,,,,,,,,,,0
Kepler-1483 b,Kepler-1483,,,,,,,,,,,,,,,,,,0
Kepler-1483 b,Kepler-1483,,,,,,,,,,,,,,,,,,0
Kepler-1483 b,Kepler-1483,,,,,,,,,,,,,,,,,,0
Kepler-1484 b,Kepler-1484,,,,,,,,,,,,,,,,,,0
Kepler-1484 b,Kepler-1484,,,,,,,,,,,,,,,,,,0
Kepler-1484 b,Kepler-1484,,,,,,,,,,,,,,,,,,0
Kepler-1484 b,Kepler-1484,,,,,,,,,,,,,,,,,,0
Kepler-1484 b,Kepler-1484,,,,,,,,,,,,,,,,,,0
Kepler-1484 b,Kepler-1484,,,,,,,,,,,,,,,,,,0
Kepler-1484 b,Kepler-1484,,,,,,,,,,,,,,,,,,0
Kepler-1484 b,Kepler-1484,,,,,,,,,,,,,,,,,,0
Kepler-1485 b,Kepler-1485,,,,,,,,,,,,,,,,,,0
Kepler-1485 b,Kepler-1485,,,,,,,,,,,,,,,,,,0
Kepler-1485 b,Kepler-1485,,,,,,,,,,,,,,,,,,0
Kepler-1485 b,Kepler-1485,,,,,,,,,,,,,,,,,,0
Kepler-1485 b,Kepler-1485,,,,,,,,,,,,,,,,,,0
Kepler-1485 b,Kepler-1485,,,,,,,,,,,,,,,,,,0
Kepler-1485 b,Kepler-1485,,,,,,,,,,,,,,,,,,0
Kepler-1485 b,Kepler-1485,,,,,,,,,,,,,,,,,,0
Kepler-1485 b,Kepler-1485,,,,,,,,,,,,,,,,,,0
Kepler-1486 b,Kepler-1486,,,,,,,,,,,,,,,,,,0
Kepler-1486 b,Kepler-1486,,,,,,,,,,,,,,,,,,0
Kepler-1486 b,Kepler-1486,,,,,,,,,,,,,,,,,,0
Kepler-1486 b,Kepler-1486,,,,,,,,,,,,,,,,,,0
Kepler-1486 b,Kepler-1486,,,,,,,,,,,,,,,,,,0
Kepler-1486 b,Kepler-1486,,,,,,,,,,,,,,,,,,0
Kepler-1486 b,Kepler-1486,,,,,,,,,,,,,,,,,,0
Kepler-1486 b,Kepler-1486,,,,,,,,,,,,,,,,,,0
Kepler-1486 b,Kepler-1486,,,,,,,,,,,,,,,,,,0
Kepler-1487 b,Kepler-1487,,,,,,,,,,,,,,,,,,0
Kepler-1487 b,Kepler-1487,,,,,,,,,,,,,,,,,,0
Kepler-1487 b,Kepler-1487,,,,,,,,,,,,,,,,,,0
Kepler-1487 b,Kepler-1487,,,,,,,,,,,,,,,,,,0
Kepler-1487 b,Kepler-1487,,,,,,,,,,,,,,,,,,0
Kepler-1487 b,Kepler-1487,,,,,,,,,,,,,,,,,,0
Kepler-1487 b,Kepler-1487,,,,,,,,,,,,,,,,,,0
Kepler-1487 b,Kepler-1487,,,,,,,,,,,,,,,,,,0
Kepler-1487 c,Kepler-1487,,,,,,,,,,,,,,,,,,0
Kepler-1487 c,Kepler-1487,,,,,,,,,,,,,,,,,,0
Kepler-1487 c,Kepler-1487,,,,,,,,,,,,,,,,,,0
Kepler-1487 c,Kepler-1487,,,,,,,,,,,,,,,,,,0
Kepler-1487 c,Kepler-1487,,,,,,,,,,,,,,,,,,0
Kepler-1487 c,Kepler-1487,,,,,,,,,,,,,,,,,,0
Kepler-1487 c,Kepler-1487,,,,,,,,,,,,,,,,,,0
Kepler-1488 b,Kepler-1488,,,,,,,,,,,,,,,,,,0
Kepler-1488 b,Kepler-1488,,,,,,,,,,,,,,,,,,0
Kepler-1488 b,Kepler-1488,,,,,,,,,,,,,,,,,,0
Kepler-1488 b,Kepler-1488,,,,,,,,,,,,,,,,,,0
Kepler-1488 b,Kepler-1488,,,,,,,,,,,,,,,,,,0
Kepler-1488 b,Kepler-1488,,,,,,,,,,,,,,,,,,0
Kepler-1488 b,Kepler-1488,,,,,,,,,,,,,,,,,,0
Kepler-1488 b,Kepler-1488,,,,,,,,,,,,,,,,,,0
Kepler-1488 b,Kepler-1488,,,,,,,,,,,,,,,,,,0
Kepler-1488 c,Kepler-1488,,,,,,,,,,,,,,,,,,0
Kepler-1488 c,Kepler-1488,,,,,,,,,,,,,,,,,,0
Kepler-1488 c,Kepler-1488,,,,,,,,,,,,,,,,,,0
Kepler-1488 c,Kepler-1488,,,,,,,,,,,,,,,,,,0
Kepler-1488 c,Kepler-1488,,,,,,,,,,,,,,,,,,0
Kepler-1488 c,Kepler-1488,,,,,,,,,,,,,,,,,,0
Kepler-1489 b,Kepler-1489,,,,,,,,,,,,,,,,,,0
Kepler-1489 b,Kepler-1489,,,,,,,,,,,,,,,,,,0
Kepler-1489 b,Kepler-1489,,,,,,,,,,,,,,,,,,0
Kepler-1489 b,Kepler-1489,,,,,,,,,,,,,,,,,,0
Kepler-1489 b,Kepler-1489,,,,,,,,,,,,,,,,,,0
Kepler-1489 b,Kepler-1489,,,,,,,,,,,,,,,,,,0
Kepler-1489 b,Kepler-1489,,,,,,,,,,,,,,,,,,0
Kepler-1489 b,Kepler-1489,,,,,,,,,,,,,,,,,,0
Kepler-1489 b,Kepler-1489,,,,,,,,,,,,,,,,,,0
Kepler-149 b,Kepler-149,,,,,,,,,,,,,,,,,,0
Kepler-149 b,Kepler-149,,,,,,,,,,,,,,,,,,0
Kepler-149 b,Kepler-149,,,,,,,,,,,,,,,,,,0
Kepler-149 b,Kepler-149,,,,,,,,,,,,,,,,,,0
Kepler-149 b,Kepler-149,,,,,,,,,,,,,,,,,,0
Kepler-149 b,Kepler-149,,,,,,,,,,,,,,,,,,0
Kepler-149 b,Kepler-149,,,,,,,,,,,,,,,,,,0
Kepler-149 b,Kepler-149,,,,,,,,,,,,,,,,,,0
Kepler-149 b,Kepler-149,,,,,,,,,,,,,,,,,,0
Kepler-149 b,Kepler-149,,,,,,,,,,,,,,,,,,0
Kepler-149 c,Kepler-149,,,,,,,,,,,,,,,,,,0
Kepler-149 c,Kepler-149,,,,,,,,,,,,,,,,,,0
Kepler-149 c,Kepler-149,,,,,,,,,,,,,,,,,,0
Kepler-149 c,Kepler-149,,,,,,,,,,,,,,,,,,0
Kepler-149 c,Kepler-149,,,,,,,,,,,,,,,,,,0
Kepler-149 c,Kepler-149,,,,,,,,,,,,,,,,,,0
Kepler-149 c,Kepler-149,,,,,,,,,,,,,,,,,,0
Kepler-149 c,Kepler-149,,,,,,,,,,,,,,,,,,0
Kepler-149 c,Kepler-149,,,,,,,,,,,,,,,,,,0
Kepler-149 c,Kepler-149,,,,,,,,,,,,,,,,,,0
Kepler-149 c,Kepler-149,,,,,,,,,,,,,,,,,,0
Kepler-149 d,Kepler-149,,,,,,,,,,,,,,,,,,0
Kepler-149 d,Kepler-149,,,,,,,,,,,,,,,,,,0
Kepler-149 d,Kepler-149,,,,,,,,,,,,,,,,,,0
Kepler-149 d,Kepler-149,,,,,,,,,,,,,,,,,,0
Kepler-149 d,Kepler-149,,,,,,,,,,,,,,,,,,0
Kepler-149 d,Kepler-149,,,,,,,,,,,,,,,,,,0
Kepler-149 d,Kepler-149,,,,,,,,,,,,,,,,,,0
Kepler-149 d,Kepler-149,,,,,,,,,,,,,,,,,,0
Kepler-149 d,Kepler-149,,,,,,,,,,,,,,,,,,0
Kepler-149 d,Kepler-149,,,,,,,,,,,,,,,,,,0
Kepler-149 d,Kepler-149,,,,,,,,,,,,,,,,,,0
Kepler-1490 b,Kepler-1490,,,,,,,,,,,,,,,,,,0
Kepler-1490 b,Kepler-1490,,,,,,,,,,,,,,,,,,0
Kepler-1490 b,Kepler-1490,,,,,,,,,,,,,,,,,,0
Kepler-1490 b,Kepler-1490,,,,,,,,,,,,,,,,,,0
Kepler-1490 b,Kepler-1490,,,,,,,,,,,,,,,,,,0
Kepler-1490 b,Kepler-1490,,,,,,,,,,,,,,,,,,0
Kepler-1490 b,Kepler-1490,,,,,,,,,,,,,,,,,,0
Kepler-1490 b,Kepler-1490,,,,,,,,,,,,,,,,,,0
Kepler-1490 b,Kepler-1490,,,,,,,,,,,,,,,,,,0
Kepler-1491 b,Kepler-1491,,,,,,,,,,,,,,,,,,0
Kepler-1491 b,Kepler-1491,,,,,,,,,,,,,,,,,,0
Kepler-1491 b,Kepler-1491,,,,,,,,,,,,,,,,,,0
Kepler-1491 b,Kepler-1491,,,,,,,,,,,,,,,,,,0
Kepler-1491 b,Kepler-1491,,,,,,,,,,,,,,,,,,0
Kepler-1491 b,Kepler-1491,,,,,,,,,,,,,,,,,,0
Kepler-1491 b,Kepler-1491,,,,,,,,,,,,,,,,,,0
Kepler-1491 b,Kepler-1491,,,,,,,,,,,,,,,,,,0
Kepler-1491 c,Kepler-1491,,,,,,,,,,,,,,,,,,0
Kepler-1491 c,Kepler-1491,,,,,,,,,,,,,,,,,,0
Kepler-1491 c,Kepler-1491,,,,,,,,,,,,,,,,,,0
Kepler-1491 c,Kepler-1491,,,,,,,,,,,,,,,,,,0
Kepler-1491 c,Kepler-1491,,,,,,,,,,,,,,,,,,0
Kepler-1492 b,Kepler-1492,,,,,,,,,,,,,,,,,,0
Kepler-1492 b,Kepler-1492,,,,,,,,,,,,,,,,,,0
Kepler-1492 b,Kepler-1492,,,,,,,,,,,,,,,,,,0
Kepler-1492 b,Kepler-1492,,,,,,,,,,,,,,,,,,0
Kepler-1492 b,Kepler-1492,,,,,,,,,,,,,,,,,,0
Kepler-1492 b,Kepler-1492,,,,,,,,,,,,,,,,,,0
Kepler-1492 b,Kepler-1492,,,,,,,,,,,,,,,,,,0
Kepler-1492 b,Kepler-1492,,,,,,,,,,,,,,,,,,0
Kepler-1492 b,Kepler-1492,,,,,,,,,,,,,,,,,,0
Kepler-1493 b,Kepler-1493,,,,,,,,,,,,,,,,,,0
Kepler-1493 b,Kepler-1493,,,,,,,,,,,,,,,,,,0
Kepler-1493 b,Kepler-1493,,,,,,,,,,,,,,,,,,0
Kepler-1493 b,Kepler-1493,,,,,,,,,,,,,,,,,,0
Kepler-1493 b,Kepler-1493,,,,,,,,,,,,,,,,,,0
Kepler-1493 b,Kepler-1493,,,,,,,,,,,,,,,,,,0
Kepler-1493 b,Kepler-1493,,,,,,,,,,,,,,,,,,0
Kepler-1494 b,Kepler-1494,,,,,,,,,,,,,,,,,,0
Kepler-1494 b,Kepler-1494,,,,,,,,,,,,,,,,,,0
Kepler-1494 b,Kepler-1494,,,,,,,,,,,,,,,,,,0
Kepler-1494 b,Kepler-1494,,,,,,,,,,,,,,,,,,0
Kepler-1494 b,Kepler-1494,,,,,,,,,,,,,,,,,,0
Kepler-1494 b,Kepler-1494,,,,,,,,,,,,,,,,,,0
Kepler-1494 b,Kepler-1494,,,,,,,,,,,,,,,,,,0
Kepler-1494 b,Kepler-1494,,,,,,,,,,,,,,,,,,0
Kepler-1494 b,Kepler-1494,,,,,,,,,,,,,,,,,,0
Kepler-1495 b,Kepler-1495,,,,,,,,,,,,,,,,,,0
Kepler-1495 b,Kepler-1495,,,,,,,,,,,,,,,,,,0
Kepler-1495 b,Kepler-1495,,,,,,,,,,,,,,,,,,0
Kepler-1495 b,Kepler-1495,,,,,,,,,,,,,,,,,,0
Kepler-1495 b,Kepler-1495,,,,,,,,,,,,,,,,,,0
Kepler-1495 b,Kepler-1495,,,,,,,,,,,,,,,,,,0
Kepler-1495 b,Kepler-1495,,,,,,,,,,,,,,,,,,0
Kepler-1496 b,Kepler-1496,,,,,,,,,,,,,,,,,,0
Kepler-1496 b,Kepler-1496,,,,,,,,,,,,,,,,,,0
Kepler-1496 b,Kepler-1496,,,,,,,,,,,,,,,,,,0
Kepler-1496 b,Kepler-1496,,,,,,,,,,,,,,,,,,0
Kepler-1496 b,Kepler-1496,,,,,,,,,,,,,,,,,,0
Kepler-1496 b,Kepler-1496,,,,,,,,,,,,,,,,,,0
Kepler-1496 b,Kepler-1496,,,,,,,,,,,,,,,,,,0
Kepler-1496 b,Kepler-1496,,,,,,,,,,,,,,,,,,0
Kepler-1496 b,Kepler-1496,,,,,,,,,,,,,,,,,,0
Kepler-1497 b,Kepler-1497,,,,,,,,,,,,,,,,,,0
Kepler-1497 b,Kepler-1497,,,,,,,,,,,,,,,,,,0
Kepler-1497 b,Kepler-1497,,,,,,,,,,,,,,,,,,0
Kepler-1497 b,Kepler-1497,,,,,,,,,,,,,,,,,,0
Kepler-1497 b,Kepler-1497,,,,,,,,,,,,,,,,,,0
Kepler-1497 b,Kepler-1497,,,,,,,,,,,,,,,,,,0
Kepler-1497 b,Kepler-1497,,,,,,,,,,,,,,,,,,0
Kepler-1498 b,Kepler-1498,,,,,,,,,,,,,,,,,,0
Kepler-1498 b,Kepler-1498,,,,,,,,,,,,,,,,,,0
Kepler-1498 b,Kepler-1498,,,,,,,,,,,,,,,,,,0
Kepler-1498 b,Kepler-1498,,,,,,,,,,,,,,,,,,0
Kepler-1498 b,Kepler-1498,,,,,,,,,,,,,,,,,,0
Kepler-1498 b,Kepler-1498,,,,,,,,,,,,,,,,,,0
Kepler-1498 b,Kepler-1498,,,,,,,,,,,,,,,,,,0
Kepler-1498 b,Kepler-1498,,,,,,,,,,,,,,,,,,0
Kepler-1499 b,Kepler-1499,,,,,,,,,,,,,,,,,,0
Kepler-1499 b,Kepler-1499,,,,,,,,,,,,,,,,,,0
Kepler-1499 b,Kepler-1499,,,,,,,,,,,,,,,,,,0
Kepler-1499 b,Kepler-1499,,,,,,,,,,,,,,,,,,0
Kepler-1499 b,Kepler-1499,,,,,,,,,,,,,,,,,,0
Kepler-1499 b,Kepler-1499,,,,,,,,,,,,,,,,,,0
Kepler-1499 b,Kepler-1499,,,,,,,,,,,,,,,,,,0
Kepler-1499 b,Kepler-1499,,,,,,,,,,,,,,,,,,0
Kepler-1499 b,Kepler-1499,,,,,,,,,,,,,,,,,,0
Kepler-15 b,Kepler-15,,,,,,,,,,,,,,,,,,0
Kepler-15 b,Kepler-15,,,,,,,,,,,,,,,,,,0
Kepler-15 b,Kepler-15,201.18639,14.62018,-14.30235,0,0.63300,0.04600,-0.04500,0,201.18639,14.62018,-14.30235,0,0.63300,0.04600,-0.04500,0,Mass,0
Kepler-15 b,Kepler-15,,,,,,,,,,,,,,,,,,0
Kepler-15 b,Kepler-15,,,,,,,,,,,,,,,,,,0
Kepler-15 b,Kepler-15,,,,,,,,,,,,,,,,,,0
Kepler-15 b,Kepler-15,,,,,,,,,,,,,,,,,,0
Kepler-15 b,Kepler-15,209.76000,25.43000,-28.60000,0,0.66000,0.08000,-0.09000,0,209.76000,25.43000,-28.60000,0,0.66000,0.08000,-0.09000,0,Mass,0
Kepler-15 b,Kepler-15,,,,,,,,,,,,,,,,,,0
Kepler-15 b,Kepler-15,,,,,,,,,,,,,,,,,,0
Kepler-15 b,Kepler-15,,,,,,,,,,,,,,,,,,0
Kepler-15 b,Kepler-15,,,,,,,,,,,,,,,,,,0
Kepler-15 b,Kepler-15,221.20968,31.46517,-31.46517,0,0.69600,0.09900,-0.09900,0,221.20968,31.46517,-31.46517,0,0.69600,0.09900,-0.09900,0,Mass,0
Kepler-15 b,Kepler-15,,,,,,,,,,,,,,,,,,0
Kepler-150 b,Kepler-150,,,,,,,,,,,,,,,,,,0
Kepler-150 b,Kepler-150,,,,,,,,,,,,,,,,,,0
Kepler-150 b,Kepler-150,,,,,,,,,,,,,,,,,,0
Kepler-150 b,Kepler-150,,,,,,,,,,,,,,,,,,0
Kepler-150 b,Kepler-150,,,,,,,,,,,,,,,,,,0
Kepler-150 b,Kepler-150,,,,,,,,,,,,,,,,,,0
Kepler-150 b,Kepler-150,,,,,,,,,,,,,,,,,,0
Kepler-150 b,Kepler-150,,,,,,,,,,,,,,,,,,0
Kepler-150 b,Kepler-150,,,,,,,,,,,,,,,,,,0
Kepler-150 b,Kepler-150,,,,,,,,,,,,,,,,,,0
Kepler-150 c,Kepler-150,,,,,,,,,,,,,,,,,,0
Kepler-150 c,Kepler-150,,,,,,,,,,,,,,,,,,0
Kepler-150 c,Kepler-150,,,,,,,,,,,,,,,,,,0
Kepler-150 c,Kepler-150,,,,,,,,,,,,,,,,,,0
Kepler-150 c,Kepler-150,,,,,,,,,,,,,,,,,,0
Kepler-150 c,Kepler-150,,,,,,,,,,,,,,,,,,0
Kepler-150 c,Kepler-150,,,,,,,,,,,,,,,,,,0
Kepler-150 c,Kepler-150,,,,,,,,,,,,,,,,,,0
Kepler-150 c,Kepler-150,,,,,,,,,,,,,,,,,,0
Kepler-150 c,Kepler-150,,,,,,,,,,,,,,,,,,0
Kepler-150 c,Kepler-150,,,,,,,,,,,,,,,,,,0
Kepler-150 d,Kepler-150,,,,,,,,,,,,,,,,,,0
Kepler-150 d,Kepler-150,,,,,,,,,,,,,,,,,,0
Kepler-150 d,Kepler-150,,,,,,,,,,,,,,,,,,0
Kepler-150 d,Kepler-150,,,,,,,,,,,,,,,,,,0
Kepler-150 d,Kepler-150,,,,,,,,,,,,,,,,,,0
Kepler-150 d,Kepler-150,,,,,,,,,,,,,,,,,,0
Kepler-150 d,Kepler-150,,,,,,,,,,,,,,,,,,0
Kepler-150 d,Kepler-150,,,,,,,,,,,,,,,,,,0
Kepler-150 d,Kepler-150,,,,,,,,,,,,,,,,,,0
Kepler-150 d,Kepler-150,,,,,,,,,,,,,,,,,,0
Kepler-150 d,Kepler-150,,,,,,,,,,,,,,,,,,0
Kepler-150 e,Kepler-150,,,,,,,,,,,,,,,,,,0
Kepler-150 e,Kepler-150,,,,,,,,,,,,,,,,,,0
Kepler-150 e,Kepler-150,,,,,,,,,,,,,,,,,,0
Kepler-150 e,Kepler-150,,,,,,,,,,,,,,,,,,0
Kepler-150 e,Kepler-150,,,,,,,,,,,,,,,,,,0
Kepler-150 e,Kepler-150,,,,,,,,,,,,,,,,,,0
Kepler-150 e,Kepler-150,,,,,,,,,,,,,,,,,,0
Kepler-150 e,Kepler-150,,,,,,,,,,,,,,,,,,0
Kepler-150 e,Kepler-150,,,,,,,,,,,,,,,,,,0
Kepler-150 e,Kepler-150,,,,,,,,,,,,,,,,,,0
Kepler-150 e,Kepler-150,,,,,,,,,,,,,,,,,,0
Kepler-150 f,Kepler-150,,,,,,,,,,,,,,,,,,0
Kepler-1500 b,Kepler-1500,,,,,,,,,,,,,,,,,,0
Kepler-1500 b,Kepler-1500,,,,,,,,,,,,,,,,,,0
Kepler-1500 b,Kepler-1500,,,,,,,,,,,,,,,,,,0
Kepler-1500 b,Kepler-1500,,,,,,,,,,,,,,,,,,0
Kepler-1500 b,Kepler-1500,,,,,,,,,,,,,,,,,,0
Kepler-1500 b,Kepler-1500,,,,,,,,,,,,,,,,,,0
Kepler-1500 b,Kepler-1500,,,,,,,,,,,,,,,,,,0
Kepler-1500 b,Kepler-1500,,,,,,,,,,,,,,,,,,0
Kepler-1501 b,Kepler-1501,,,,,,,,,,,,,,,,,,0
Kepler-1501 b,Kepler-1501,,,,,,,,,,,,,,,,,,0
Kepler-1501 b,Kepler-1501,,,,,,,,,,,,,,,,,,0
Kepler-1501 b,Kepler-1501,,,,,,,,,,,,,,,,,,0
Kepler-1501 b,Kepler-1501,,,,,,,,,,,,,,,,,,0
Kepler-1501 b,Kepler-1501,,,,,,,,,,,,,,,,,,0
Kepler-1501 b,Kepler-1501,,,,,,,,,,,,,,,,,,0
Kepler-1501 b,Kepler-1501,,,,,,,,,,,,,,,,,,0
Kepler-1502 b,Kepler-1502,,,,,,,,,,,,,,,,,,0
Kepler-1502 b,Kepler-1502,,,,,,,,,,,,,,,,,,0
Kepler-1502 b,Kepler-1502,,,,,,,,,,,,,,,,,,0
Kepler-1502 b,Kepler-1502,,,,,,,,,,,,,,,,,,0
Kepler-1502 b,Kepler-1502,,,,,,,,,,,,,,,,,,0
Kepler-1502 b,Kepler-1502,,,,,,,,,,,,,,,,,,0
Kepler-1502 b,Kepler-1502,,,,,,,,,,,,,,,,,,0
Kepler-1502 b,Kepler-1502,,,,,,,,,,,,,,,,,,0
Kepler-1502 b,Kepler-1502,,,,,,,,,,,,,,,,,,0
Kepler-1503 b,Kepler-1503,,,,,,,,,,,,,,,,,,0
Kepler-1503 b,Kepler-1503,,,,,,,,,,,,,,,,,,0
Kepler-1503 b,Kepler-1503,,,,,,,,,,,,,,,,,,0
Kepler-1503 b,Kepler-1503,,,,,,,,,,,,,,,,,,0
Kepler-1503 b,Kepler-1503,,,,,,,,,,,,,,,,,,0
Kepler-1503 b,Kepler-1503,,,,,,,,,,,,,,,,,,0
Kepler-1503 b,Kepler-1503,,,,,,,,,,,,,,,,,,0
Kepler-1503 b,Kepler-1503,,,,,,,,,,,,,,,,,,0
Kepler-1503 b,Kepler-1503,,,,,,,,,,,,,,,,,,0
Kepler-1504 b,Kepler-1504,,,,,,,,,,,,,,,,,,0
Kepler-1504 b,Kepler-1504,,,,,,,,,,,,,,,,,,0
Kepler-1504 b,Kepler-1504,,,,,,,,,,,,,,,,,,0
Kepler-1504 b,Kepler-1504,,,,,,,,,,,,,,,,,,0
Kepler-1504 b,Kepler-1504,,,,,,,,,,,,,,,,,,0
