pl_name,hostname,pl_masse,pl_masseerr1,pl_masseerr2,pl_masselim,pl_massj,pl_massjerr1,pl_massjerr2,pl_massjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,ttv_flag
BD-11 4672 b,BD-11 4672,,,,,,,,,206.58950,15.89150,-19.06980,0,0.65000,0.05000,-0.06000,0,Msini,0
BD-11 4672 b,BD-11 4672,,,,,,,,,168.44000,15.89000,-15.89000,0,0.53000,0.05000,-0.05000,0,Msini,0
BD-11 4672 c,BD-11 4672,,,,,,,,,15.37000,2.97000,-2.81000,0,0.04836,0.00934,-0.00884,0,Msini,0
BD-13 2130 b,BD-13 2130,,,,,,,,,3368.99800,,,0,10.60000,,,0,Msini,0
BD-13 2130 b,BD-13 2130,,,,,,,,,3108.37740,1449.30480,-1449.30480,0,9.78000,4.56000,-4.56000,0,Msini,0
BD-17 63 b,BD-17 63,,,,,,,,,1620.90000,38.14000,-38.14000,0,5.10000,0.12000,-0.12000,0,Msini,0
BD-17 63 b,BD-17 63,,,,,,,,,905.81550,368.68280,-368.68280,0,2.85000,1.16000,-1.16000,0,Msini,0
BD-210397 b,BD-210397,,,,,,,,,214.00000,31.00000,-32.00000,0,0.70000,0.10000,-0.10000,0,Msini,0
BD-210397 c,BD-210397,1525.57635,190.69704,-190.69704,0,4.80000,0.60000,-0.60000,0,1525.57635,190.69704,-190.69704,0,4.80000,0.60000,-0.60000,0,Mass,0
BD-210397 c,BD-210397,,,,,,,,,759.00000,485.00000,-76.00000,0,2.40000,1.50000,-0.20000,0,Msini,0
CD Cet b,CD Cet,,,,,,,,,3.95000,0.42000,-0.43000,0,0.01243,0.00132,-0.00135,0,Msini,0
CFBDSIR J145829+101343 b,CFBDSIR J145829+101343,3337.10000,1430.20000,-1430.20000,0,10.50000,4.50000,-4.50000,0,3337.10000,1430.20000,-1430.20000,0,10.50000,4.50000,-4.50000,0,Mass,0
CFHTWIR-Oph 98 b,CFHTWIR-Oph 98 A,2479.06157,222.47988,-254.26273,0,7.80000,0.70000,-0.80000,0,2479.06157,222.47988,-254.26273,0,7.80000,0.70000,-0.80000,0,Mass,0
CHXR 73 b,CHXR 73,3994.48600,2662.99100,-1664.36900,0,12.56900,8.37900,-5.23700,0,3994.48600,2662.99100,-1664.36900,0,12.56900,8.37900,-5.23700,0,Mass,0
CI Tau b,CI Tau,3686.82800,921.70700,-858.14100,0,11.60000,2.90000,-2.70000,0,3686.82800,921.70700,-858.14100,0,11.60000,2.90000,-2.70000,0,Mass,0
COCONUTS-2 b,COCONUTS-2 A,2002.31896,476.74261,-603.87397,0,6.30000,1.50000,-1.90000,0,2002.31896,476.74261,-603.87397,0,6.30000,1.50000,-1.90000,0,Mass,0
CT Cha b,CT Cha,5403.00000,1907.00000,-1907.00000,0,17.00000,6.00000,-6.00000,0,5403.00000,1907.00000,-1907.00000,0,17.00000,6.00000,-6.00000,0,Mass,0
CoRoT-1 b,CoRoT-1,390.93090,31.78300,-31.78300,0,1.23000,0.10000,-0.10000,0,390.93090,31.78300,-31.78300,0,1.23000,0.10000,-0.10000,0,Mass,0
CoRoT-1 b,CoRoT-1,,,,,,,,,,,,,,,,,,0
CoRoT-1 b,CoRoT-1,,,,,,,,,,,,,,,,,,0
CoRoT-1 b,CoRoT-1,327.35000,38.14000,-38.14000,0,1.03000,0.12000,-0.12000,0,327.35000,38.14000,-38.14000,0,1.03000,0.12000,-0.12000,0,Mass,0
CoRoT-1 b,CoRoT-1,327.36490,31.78300,-31.78300,0,1.03000,0.10000,-0.10000,0,327.36490,31.78300,-31.78300,0,1.03000,0.10000,-0.10000,0,Mass,0
CoRoT-1 b,CoRoT-1,340.07810,54.03110,-54.03110,0,1.07000,0.17000,-0.17000,0,340.07810,54.03110,-54.03110,0,1.07000,0.17000,-0.17000,0,Mass,0
CoRoT-1 b,CoRoT-1,359.14790,22.24810,-22.24810,0,1.13000,0.07000,-0.07000,0,359.14790,22.24810,-22.24810,0,1.13000,0.07000,-0.07000,0,Mass,0
CoRoT-10 b,CoRoT-10,867.67590,44.49620,-44.49620,0,2.73000,0.14000,-0.14000,0,867.67590,44.49620,-44.49620,0,2.73000,0.14000,-0.14000,0,Mass,0
CoRoT-10 b,CoRoT-10,874.00000,50.85000,-50.85000,0,2.75000,0.16000,-0.16000,0,874.00000,50.85000,-50.85000,0,2.75000,0.16000,-0.16000,0,Mass,0
CoRoT-10 b,CoRoT-10,883.56740,47.67450,-47.67450,0,2.78000,0.15000,-0.15000,0,883.56740,47.67450,-47.67450,0,2.78000,0.15000,-0.15000,0,Mass,0
CoRoT-11 b,CoRoT-11,832.71460,187.51970,-197.05460,0,2.62000,0.59000,-0.62000,0,832.71460,187.51970,-197.05460,0,2.62000,0.59000,-0.62000,0,Mass,0
CoRoT-11 b,CoRoT-11,743.72220,123.95370,-123.95370,0,2.34000,0.39000,-0.39000,0,743.72220,123.95370,-123.95370,0,2.34000,0.39000,-0.39000,0,Mass,0
CoRoT-11 b,CoRoT-11,791.39670,85.81410,-85.81410,0,2.49000,0.27000,-0.27000,0,791.39670,85.81410,-85.81410,0,2.49000,0.27000,-0.27000,0,Mass,0
CoRoT-11 b,CoRoT-11,,,,,,,,,,,,,,,,,,0
CoRoT-11 b,CoRoT-11,740.51000,108.06000,-108.06000,0,2.33000,0.34000,-0.34000,0,740.51000,108.06000,-108.06000,0,2.33000,0.34000,-0.34000,0,Mass,0
CoRoT-12 b,CoRoT-12,281.91521,25.10857,-25.10857,0,0.88700,0.07900,-0.07900,0,281.91521,25.10857,-25.10857,0,0.88700,0.07900,-0.07900,0,Mass,0
CoRoT-12 b,CoRoT-12,291.43800,22.24700,-20.65800,0,0.91700,0.07000,-0.06500,0,291.43800,22.24700,-20.65800,0,0.91700,0.07000,-0.06500,0,Mass,0
CoRoT-12 b,CoRoT-12,290.81445,22.56593,-21.93027,0,0.91500,0.07100,-0.06900,0,290.81445,22.56593,-21.93027,0,0.91500,0.07100,-0.06900,0,Mass,0
CoRoT-12 b,CoRoT-12,277.46559,25.74423,-24.79074,0,0.87300,0.08100,-0.07800,0,277.46559,25.74423,-24.79074,0,0.87300,0.08100,-0.07800,0,Mass,0
CoRoT-12 b,CoRoT-12,,,,,,,,,,,,,,,,,,0
CoRoT-12 b,CoRoT-12,,,,,,,,,,,,,,,,,,0
CoRoT-13 b,CoRoT-13,,,,,,,,,,,,,,,,,,0
CoRoT-13 b,CoRoT-13,416.99296,30.51168,-30.51168,0,1.31200,0.09600,-0.09600,0,416.99296,30.51168,-30.51168,0,1.31200,0.09600,-0.09600,0,Mass,0
CoRoT-13 b,CoRoT-13,415.70400,20.97600,-20.97600,0,1.30800,0.06600,-0.06600,0,415.70400,20.97600,-20.97600,0,1.30800,0.06600,-0.06600,0,Mass,0
CoRoT-13 b,CoRoT-13,,,,,,,,,,,,,,,,,,0
CoRoT-13 b,CoRoT-13,423.03173,23.20159,-23.20159,0,1.33100,0.07300,-0.07300,0,423.03173,23.20159,-23.20159,0,1.33100,0.07300,-0.07300,0,Mass,0
CoRoT-14 b,CoRoT-14,2415.40000,190.70000,-190.70000,0,7.60000,0.60000,-0.60000,0,2415.40000,190.70000,-190.70000,0,7.60000,0.60000,-0.60000,0,Mass,0
CoRoT-14 b,CoRoT-14,2358.29860,149.38010,-149.38010,0,7.42000,0.47000,-0.47000,0,2358.29860,149.38010,-149.38010,0,7.42000,0.47000,-0.47000,0,Mass,0
CoRoT-14 b,CoRoT-14,2437.75610,158.91500,-158.91500,0,7.67000,0.50000,-0.50000,0,2437.75610,158.91500,-158.91500,0,7.67000,0.50000,-0.50000,0,Mass,0
CoRoT-16 b,CoRoT-16,168.13207,31.14734,-30.51168,0,0.52900,0.09800,-0.09600,0,168.13207,31.14734,-30.51168,0,0.52900,0.09800,-0.09600,0,Mass,0
CoRoT-16 b,CoRoT-16,170.03200,27.01400,-26.37900,0,0.53500,0.08500,-0.08300,0,170.03200,27.01400,-26.37900,0,0.53500,0.08500,-0.08300,0,Mass,0
CoRoT-17 b,CoRoT-17,772.29000,95.34000,-95.34000,0,2.43000,0.30000,-0.30000,0,772.29000,95.34000,-95.34000,0,2.43000,0.30000,-0.30000,0,Mass,0
CoRoT-17 b,CoRoT-17,765.97030,85.81410,-82.63580,0,2.41000,0.27000,-0.26000,0,765.97030,85.81410,-82.63580,0,2.41000,0.27000,-0.26000,0,Mass,0
CoRoT-17 b,CoRoT-17,781.86180,82.63580,-76.27920,0,2.46000,0.26000,-0.24000,0,781.86180,82.63580,-76.27920,0,2.46000,0.26000,-0.24000,0,Mass,0
CoRoT-18 b,CoRoT-18,1099.69180,120.77540,-120.77540,0,3.46000,0.38000,-0.38000,0,1099.69180,120.77540,-120.77540,0,3.46000,0.38000,-0.38000,0,Mass,0
CoRoT-18 b,CoRoT-18,1048.83900,60.38770,-60.38770,0,3.30000,0.19000,-0.19000,0,1048.83900,60.38770,-60.38770,0,3.30000,0.19000,-0.19000,0,Mass,0
CoRoT-18 b,CoRoT-18,1039.30410,54.03110,-54.03110,0,3.27000,0.17000,-0.17000,0,1039.30410,54.03110,-54.03110,0,3.27000,0.17000,-0.17000,0,Mass,0
CoRoT-18 b,CoRoT-18,,,,,,,,,,,,,,,,,,0
CoRoT-18 b,CoRoT-18,,,,,,,,,,,,,,,,,,0
CoRoT-18 b,CoRoT-18,1102.82000,120.77000,-120.77000,0,3.47000,0.38000,-0.38000,0,1102.82000,120.77000,-120.77000,0,3.47000,0.38000,-0.38000,0,Mass,0
CoRoT-19 b,CoRoT-19,,,,,,,,,,,,,,,,,,0
CoRoT-19 b,CoRoT-19,346.43470,29.55819,-24.79074,0,1.09000,0.09300,-0.07800,0,346.43470,29.55819,-24.79074,0,1.09000,0.09300,-0.07800,0,Mass,0
CoRoT-19 b,CoRoT-19,,,,,,,,,,,,,,,,,,0
CoRoT-19 b,CoRoT-19,352.78000,19.07000,-19.07000,0,1.11000,0.06000,-0.06000,0,352.78000,19.07000,-19.07000,0,1.11000,0.06000,-0.06000,0,Mass,0
CoRoT-19 b,CoRoT-19,367.09365,22.88376,-22.88376,0,1.15500,0.07200,-0.07200,0,367.09365,22.88376,-22.88376,0,1.15500,0.07200,-0.07200,0,Mass,0
CoRoT-2 b,CoRoT-2,1052.01730,50.85280,-50.85280,0,3.31000,0.16000,-0.16000,0,1052.01730,50.85280,-50.85280,0,3.31000,0.16000,-0.16000,0,Mass,1
CoRoT-2 b,CoRoT-2,,,,,,,,,,,,,,,,,,1
CoRoT-2 b,CoRoT-2,,,,,,,,,,,,,,,,,,1
CoRoT-2 b,CoRoT-2,1102.82000,69.92000,-69.92000,0,3.47000,0.22000,-0.22000,0,1102.82000,69.92000,-69.92000,0,3.47000,0.22000,-0.22000,0,Mass,1
CoRoT-2 b,CoRoT-2,1150.54460,50.85280,-50.85280,0,3.62000,0.16000,-0.16000,0,1150.54460,50.85280,-50.85280,0,3.62000,0.16000,-0.16000,0,Mass,1
CoRoT-2 b,CoRoT-2,1048.83900,60.38770,-57.20940,0,3.30000,0.19000,-0.18000,0,1048.83900,60.38770,-57.20940,0,3.30000,0.19000,-0.18000,0,Mass,1
CoRoT-2 b,CoRoT-2,,,,,,,,,,,,,,,,,,1
CoRoT-2 b,CoRoT-2,,,,,,,,,,,,,,,,,,1
CoRoT-2 b,CoRoT-2,1134.65310,50.85280,-50.85280,0,3.57000,0.16000,-0.16000,0,1134.65310,50.85280,-50.85280,0,3.57000,0.16000,-0.16000,0,Mass,1
CoRoT-2 b,CoRoT-2,1051.97300,50.85100,-50.85100,0,3.31000,0.16000,-0.16000,0,1051.97300,50.85100,-50.85100,0,3.31000,0.16000,-0.16000,0,Mass,1
CoRoT-2 b,CoRoT-2,,,,,,,,,,,,,,,,,,1
CoRoT-20 b,CoRoT-20,,,,,,,,,,,,,,,,,,0
CoRoT-20 b,CoRoT-20,1344.42090,82.63580,-79.45750,0,4.23000,0.26000,-0.25000,0,1344.42090,82.63580,-79.45750,0,4.23000,0.26000,-0.25000,0,Mass,0
CoRoT-20 b,CoRoT-20,1315.81620,114.41880,-95.34900,0,4.14000,0.36000,-0.30000,0,1315.81620,114.41880,-95.34900,0,4.14000,0.36000,-0.30000,0,Mass,0
CoRoT-20 b,CoRoT-20,1347.54000,73.10000,-73.10000,0,4.24000,0.23000,-0.23000,0,1347.54000,73.10000,-73.10000,0,4.24000,0.23000,-0.23000,0,Mass,0
CoRoT-20 b,CoRoT-20,1366.66900,63.56600,-63.56600,0,4.30000,0.20000,-0.20000,0,1366.66900,63.56600,-63.56600,0,4.30000,0.20000,-0.20000,0,Mass,0
CoRoT-20 b,CoRoT-20,1608.21980,114.41880,-114.41880,0,5.06000,0.36000,-0.36000,0,1608.21980,114.41880,-114.41880,0,5.06000,0.36000,-0.36000,0,Mass,0
CoRoT-20 c,CoRoT-20,,,,,,,,,5403.11000,317.83000,-317.83000,0,17.00000,1.00000,-1.00000,0,Msini,0
CoRoT-21 b,CoRoT-21,705.58260,177.98480,-177.98480,0,2.22000,0.56000,-0.56000,0,705.58260,177.98480,-177.98480,0,2.22000,0.56000,-0.56000,0,Mass,0
CoRoT-21 b,CoRoT-21,718.29580,98.52730,-98.52730,0,2.26000,0.31000,-0.31000,0,718.29580,98.52730,-98.52730,0,2.26000,0.31000,-0.31000,0,Mass,0
CoRoT-22 b,CoRoT-22,12.20000,14.00000,-8.80000,0,0.03800,0.04400,-0.02800,0,12.20000,14.00000,-8.80000,0,0.03800,0.04400,-0.02800,0,Mass,0
CoRoT-23 b,CoRoT-23,972.55980,101.70560,-98.52730,0,3.06000,0.32000,-0.31000,0,972.55980,101.70560,-98.52730,0,3.06000,0.32000,-0.31000,0,Mass,0
CoRoT-23 b,CoRoT-23,982.09470,104.88390,-104.88390,0,3.09000,0.33000,-0.33000,0,982.09470,104.88390,-104.88390,0,3.09000,0.33000,-0.33000,0,Mass,0
CoRoT-23 b,CoRoT-23,889.90000,95.30000,-95.30000,0,2.80000,0.30000,-0.30000,0,889.90000,95.30000,-95.30000,0,2.80000,0.30000,-0.30000,0,Mass,0
CoRoT-24 b,CoRoT-24,5.70000,,,1,0.01800,,,1,5.70000,,,1,0.01800,,,1,Mass,0
CoRoT-24 c,CoRoT-24,28.00000,11.00000,-11.00000,0,0.08800,0.03500,-0.03500,0,28.00000,11.00000,-11.00000,0,0.08800,0.03500,-0.03500,0,Mass,0
CoRoT-25 b,CoRoT-25,93.12419,19.38763,-19.06980,0,0.29300,0.06100,-0.06000,0,93.12419,19.38763,-19.06980,0,0.29300,0.06100,-0.06000,0,Mass,0
CoRoT-25 b,CoRoT-25,85.81000,12.71000,-12.71000,0,0.27000,0.04000,-0.04000,0,85.81000,12.71000,-12.71000,0,0.27000,0.04000,-0.04000,0,Mass,0
CoRoT-26 b,CoRoT-26,184.34140,63.56600,-34.96130,0,0.58000,0.20000,-0.11000,0,184.34140,63.56600,-34.96130,0,0.58000,0.20000,-0.11000,0,Mass,0
CoRoT-26 b,CoRoT-26,165.26000,15.89000,-15.89000,0,0.52000,0.05000,-0.05000,0,165.26000,15.89000,-15.89000,0,0.52000,0.05000,-0.05000,0,Mass,0
CoRoT-27 b,CoRoT-27,3273.64900,257.44230,-263.79890,0,10.30000,0.81000,-0.83000,0,3273.64900,257.44230,-263.79890,0,10.30000,0.81000,-0.83000,0,Mass,0
CoRoT-27 b,CoRoT-27,3302.11000,174.80000,-174.80000,0,10.39000,0.55000,-0.55000,0,3302.11000,174.80000,-174.80000,0,10.39000,0.55000,-0.55000,0,Mass,0
CoRoT-28 b,CoRoT-28,153.82972,27.65121,-27.65121,0,0.48400,0.08700,-0.08700,0,153.82972,27.65121,-27.65121,0,0.48400,0.08700,-0.08700,0,Mass,0
CoRoT-28 b,CoRoT-28,152.87623,17.79848,-17.79848,0,0.48100,0.05600,-0.05600,0,152.87623,17.79848,-17.79848,0,0.48100,0.05600,-0.05600,0,Mass,0
CoRoT-29 b,CoRoT-29,,,,,,,,,,,,,,,,,,0
CoRoT-29 b,CoRoT-29,266.97720,41.31790,-38.13960,0,0.84000,0.13000,-0.12000,0,266.97720,41.31790,-38.13960,0,0.84000,0.13000,-0.12000,0,Mass,0
CoRoT-29 b,CoRoT-29,270.15550,63.56600,-63.56600,0,0.85000,0.20000,-0.20000,0,270.15550,63.56600,-63.56600,0,0.85000,0.20000,-0.20000,0,Mass,0
CoRoT-3 b,CoRoT-3,6747.53090,260.62060,-187.51970,0,21.23000,0.82000,-0.59000,0,6747.53090,260.62060,-187.51970,0,21.23000,0.82000,-0.59000,0,Mass,0
CoRoT-3 b,CoRoT-3,,,,,,,,,,,,,,,,,,0
CoRoT-3 b,CoRoT-3,6979.54680,222.48100,-222.48100,0,21.96000,0.70000,-0.70000,0,6979.54680,222.48100,-222.48100,0,21.96000,0.70000,-0.70000,0,Mass,0
CoRoT-3 b,CoRoT-3,6883.91000,317.80000,-317.80000,0,21.66000,1.00000,-1.00000,0,6883.91000,317.80000,-317.80000,0,21.66000,1.00000,-1.00000,0,Mass,0
CoRoT-3 b,CoRoT-3,6814.27520,305.11680,-308.29510,0,21.44000,0.96000,-0.97000,0,6814.27520,305.11680,-308.29510,0,21.44000,0.96000,-0.97000,0,Mass,0
CoRoT-30 b,CoRoT-30,921.70700,69.92260,-69.92260,0,2.90000,0.22000,-0.22000,0,921.70700,69.92260,-69.92260,0,2.90000,0.22000,-0.22000,0,Mass,0
CoRoT-31 b,CoRoT-31,266.97720,108.06220,-108.06220,0,0.84000,0.34000,-0.34000,0,266.97720,108.06220,-108.06220,0,0.84000,0.34000,-0.34000,0,Mass,0
CoRoT-35 b,CoRoT-35,349.61125,117.59651,-117.59651,0,1.10000,0.37000,-0.37000,0,349.61125,117.59651,-117.59651,0,1.10000,0.37000,-0.37000,0,Mass,1
CoRoT-36 b,CoRoT-36,216.12332,149.37935,-136.66622,1,0.68000,0.47000,-0.43000,1,216.12332,149.37935,-136.66622,1,0.68000,0.47000,-0.43000,1,Mass,0
CoRoT-4 b,CoRoT-4,228.83000,25.43000,-25.43000,0,0.72000,0.08000,-0.08000,0,228.83000,25.43000,-25.43000,0,0.72000,0.08000,-0.08000,0,Mass,0
CoRoT-4 b,CoRoT-4,,,,,,,,,,,,,,,,,,0
CoRoT-4 b,CoRoT-4,223.43449,22.56593,-23.20159,0,0.70300,0.07100,-0.07300,0,223.43449,22.56593,-23.20159,0,0.70300,0.07100,-0.07300,0,Mass,0
CoRoT-4 b,CoRoT-4,232.33373,22.88376,-23.51942,0,0.73100,0.07200,-0.07400,0,232.33373,22.88376,-23.51942,0,0.73100,0.07200,-0.07400,0,Mass,0
CoRoT-5 b,CoRoT-5,151.92274,11.12405,-11.12405,0,0.47800,0.03500,-0.03500,0,151.92274,11.12405,-11.12405,0,0.47800,0.03500,-0.03500,0,Mass,0
CoRoT-5 b,CoRoT-5,148.42000,14.93700,-7.62800,0,0.46700,0.04700,-0.02400,0,148.42000,14.93700,-7.62800,0,0.46700,0.04700,-0.02400,0,Mass,0
CoRoT-5 b,CoRoT-5,149.38010,18.43414,-10.17056,0,0.47000,0.05800,-0.03200,0,149.38010,18.43414,-10.17056,0,0.47000,0.05800,-0.03200,0,Mass,0
CoRoT-5 b,CoRoT-5,,,,,,,,,,,,,,,,,,0
CoRoT-5 b,CoRoT-5,145.88397,16.84499,-10.17056,0,0.45900,0.05300,-0.03200,0,145.88397,16.84499,-10.17056,0,0.45900,0.05300,-0.03200,0,Mass,0
CoRoT-5 b,CoRoT-5,,,,,,,,,,,,,,,,,,0
CoRoT-6 b,CoRoT-6,940.77680,108.06220,-108.06220,0,2.96000,0.34000,-0.34000,0,940.77680,108.06220,-108.06220,0,2.96000,0.34000,-0.34000,0,Mass,0
CoRoT-6 b,CoRoT-6,937.59850,88.99240,-88.99240,0,2.95000,0.28000,-0.28000,0,937.59850,88.99240,-88.99240,0,2.95000,0.28000,-0.28000,0,Mass,0
CoRoT-6 b,CoRoT-6,940.74000,108.06000,-108.06000,0,2.96000,0.34000,-0.34000,0,940.74000,108.06000,-108.06000,0,2.96000,0.34000,-0.34000,0,Mass,0
CoRoT-6 b,CoRoT-6,,,,,,,,,,,,,,,,,,0
CoRoT-7 b,CoRoT-7,4.07661,1.01982,-1.01982,0,0.01283,0.00321,-0.00321,0,4.07661,1.01982,-1.01982,0,0.01283,0.00321,-0.00321,0,Mass,0
CoRoT-7 b,CoRoT-7,6.99226,1.58915,-1.58915,0,0.02200,0.00500,-0.00500,0,6.99226,1.58915,-1.58915,0,0.02200,0.00500,-0.00500,0,Mass,0
CoRoT-7 b,CoRoT-7,5.74000,0.86000,-0.86000,0,0.01800,0.00300,-0.00300,0,5.74000,0.86000,-0.86000,0,0.01800,0.00300,-0.00300,0,Mass,0
CoRoT-7 b,CoRoT-7,4.80000,0.80000,-0.80000,0,0.01510,0.00252,-0.00252,0,4.80000,0.80000,-0.80000,0,0.01510,0.00252,-0.00252,0,Mass,0
CoRoT-7 b,CoRoT-7,4.73000,0.95000,-0.95000,0,0.01500,0.00300,-0.00300,0,4.73000,0.95000,-0.95000,0,0.01500,0.00300,-0.00300,0,Mass,0
CoRoT-7 b,CoRoT-7,4.60000,1.10000,-1.20000,0,0.01447,0.00346,-0.00378,0,4.60000,1.10000,-1.20000,0,0.01447,0.00346,-0.00378,0,Mass,0
CoRoT-7 b,CoRoT-7,6.05600,0.65300,-0.65300,0,0.01905,0.00205,-0.00205,0,6.05600,0.65300,-0.65300,0,0.01905,0.00205,-0.00205,0,Mass,0
CoRoT-7 b,CoRoT-7,21.00000,,,1,0.06600,,,1,21.00000,,,1,0.06600,,,1,Mass,0
CoRoT-7 c,CoRoT-7,13.28900,0.68900,-0.68900,0,0.04181,0.00217,-0.00217,0,13.28900,0.68900,-0.68900,0,0.04181,0.00217,-0.00217,0,Mass,0
CoRoT-7 c,CoRoT-7,8.40000,0.90000,-0.90000,0,0.02643,0.00283,-0.00283,0,8.40000,0.90000,-0.90000,0,0.02643,0.00283,-0.00283,0,Mass,0
CoRoT-7 c,CoRoT-7,13.56000,1.08000,-1.08000,0,0.04300,0.00300,-0.00300,0,13.56000,1.08000,-1.08000,0,0.04300,0.00300,-0.00300,0,Mass,0
CoRoT-7 d,CoRoT-7,17.14200,2.55200,-2.55200,0,0.05393,0.00803,-0.00803,0,17.14200,2.55200,-2.55200,0,0.05393,0.00803,-0.00803,0,Mass,0
CoRoT-8 b,CoRoT-8,69.28694,10.48839,-13.03103,0,0.21800,0.03300,-0.04100,0,69.28694,10.48839,-13.03103,0,0.21800,0.03300,-0.04100,0,Mass,0
CoRoT-8 b,CoRoT-8,69.92000,9.53000,-9.53000,0,0.22000,0.03000,-0.03000,0,69.92000,9.53000,-9.53000,0,0.22000,0.03000,-0.03000,0,Mass,0
CoRoT-8 b,CoRoT-8,68.65128,11.44188,-11.44188,0,0.21600,0.03600,-0.03600,0,68.65128,11.44188,-11.44188,0,0.21600,0.03600,-0.03600,0,Mass,0
CoRoT-8 b,CoRoT-8,69.28694,10.80622,-10.80622,0,0.21800,0.03400,-0.03400,0,69.28694,10.80622,-10.80622,0,0.21800,0.03400,-0.03400,0,Mass,0
CoRoT-9 b,CoRoT-9,266.97000,22.25000,-22.25000,0,0.84000,0.07000,-0.07000,0,266.97000,22.25000,-22.25000,0,0.84000,0.07000,-0.07000,0,Mass,0
CoRoT-9 b,CoRoT-9,268.88418,17.79848,-18.11631,0,0.84600,0.05600,-0.05700,0,268.88418,17.79848,-18.11631,0,0.84600,0.05600,-0.05700,0,Mass,0
CoRoT-9 b,CoRoT-9,,,,,,,,,,,,,,,,,,0
CoRoT-9 b,CoRoT-9,262.52758,26.37989,-26.37989,0,0.82600,0.08300,-0.08300,0,262.52758,26.37989,-26.37989,0,0.82600,0.08300,-0.08300,0,Mass,0
CoRoT-9 b,CoRoT-9,266.97720,15.89150,-15.89150,0,0.84000,0.05000,-0.05000,0,266.97720,15.89150,-15.89150,0,0.84000,0.05000,-0.05000,0,Mass,0
CoRoTID 223977153 b,CoRoTID 223977153,,,,,,,,,,,,,,,,,,0
CoRoTID 223977153 b,CoRoTID 223977153,47.67450,31.78300,-31.78300,0,0.15000,0.10000,-0.10000,0,47.67450,31.78300,-31.78300,0,0.15000,0.10000,-0.10000,0,Mass,0
DE CVn b,DE CVn,,,,,,,,,3823.27330,955.81833,-955.81833,0,12.02930,3.00733,-3.00733,0,Msin(i)/sin(i),0
DENIS-P J082303.1-491201 b,DENIS-P J082303.1-491201,9057.77000,603.85000,-603.85000,0,28.50000,1.90000,-1.90000,0,9057.77000,603.85000,-603.85000,0,28.50000,1.90000,-1.90000,0,Mass,0
DH Tau b,DH Tau,3496.00000,3178.00000,-953.00000,0,11.00000,10.00000,-3.00000,0,3496.00000,3178.00000,-953.00000,0,11.00000,10.00000,-3.00000,0,Mass,0
DH Tau b,DH Tau,3496.13000,953.49000,-953.49000,0,11.00000,3.00000,-3.00000,0,3496.13000,953.49000,-953.49000,0,11.00000,3.00000,-3.00000,0,Mass,0
DMPP-1 b,DMPP-1,,,,,,,,,24.27000,1.16000,-1.59000,0,0.07636,0.00365,-0.00500,0,Msini,0
DMPP-1 c,DMPP-1,,,,,,,,,9.60000,0.53000,-1.58000,0,0.03020,0.00167,-0.00497,0,Msini,0
DMPP-1 d,DMPP-1,,,,,,,,,3.35000,0.38000,-0.34000,0,0.01054,0.00120,-0.00107,0,Msini,0
DMPP-1 e,DMPP-1,,,,,,,,,4.13000,0.66000,-1.14000,0,0.01299,0.00208,-0.00359,0,Msini,0
DMPP-2 b,DMPP-2,,,,,,,,,138.89171,9.53490,-18.75197,0,0.43700,0.03000,-0.05900,0,Msini,0
DMPP-3 A b,DMPP-3 A,,,,,,,,,2.58000,0.35000,-0.58000,0,0.00812,0.00110,-0.00182,0,Msini,0
DMPP-3 A b,DMPP-3 A,,,,,,,,,2.58000,0.35000,-0.58000,0,0.00812,0.00110,-0.00182,0,Msini,0
DMPP-4 b,DMPP-4,,,,,,,,,12.20000,1.80000,-1.90000,0,0.03839,0.00566,-0.00598,0,Msini,0
DP Leo b,DP Leo,1995.88832,184.33363,-184.33363,0,6.28000,0.58000,-0.58000,0,1995.88832,184.33363,-184.33363,0,6.28000,0.58000,-0.58000,0,Mass,0
DP Leo b,DP Leo,,,,,,,,,1922.79000,149.37000,-149.37000,0,6.05000,0.47000,-0.58000,0,Msini,0
DS Tuc A b,DS Tuc A,,,,,,,,,,,,,,,,,,0
DS Tuc A b,DS Tuc A,413.17900,,,1,1.30000,,,1,413.17900,,,1,1.30000,,,1,Mass,0
DS Tuc A b,DS Tuc A,,,,,,,,,,,,,,,,,,0
EPIC 201170410.02,EPIC 201170410,,,,,,,,,,,,,,,,,,0
EPIC 201238110 b,EPIC 201238110,,,,,,,,,,,,,,,,,,0
EPIC 201238110 b,EPIC 201238110,,,,,,,,,,,,,,,,,,0
EPIC 201427007 b,EPIC 201427007,,,,,,,,,,,,,,,,,,0
EPIC 201497682 b,EPIC 201497682,,,,,,,,,,,,,,,,,,0
EPIC 201595106 b,EPIC 201595106,,,,,,,,,,,,,,,,,,0
EPIC 201595106 b,EPIC 201595106,,,,,,,,,,,,,,,,,,0
EPIC 201595106 b,EPIC 201595106,,,,,,,,,,,,,,,,,,0
EPIC 201615463 c,K2-166,,,,,,,,,,,,,,,,,,0
EPIC 201754305 d,K2-16,,,,,,,,,,,,,,,,,,0
EPIC 201757695.02,EPIC 201757695,,,,,,,,,,,,,,,,,,0
EPIC 201833600 c,K2-50,,,,,,,,,,,,,,,,,,0
EPIC 201833600 c,K2-50,,,,,,,,,,,,,,,,,,0
